Annotated	Significant	Expected	Term	pval	Enrichment
GO:0006212	3	3	0.47	uracil catabolic process	0.00385975215281364	3.76344995243632
GO:0009311	134	10	21.02	oligosaccharide metabolic process	0.0247263396215509	0.280854474062412
GO:0140021	16	6	2.51	mitochondrial ADP transmembrane transport	0.0288360284756155	1.41129373216362
GO:0031124	31	11	4.86	mRNA 3'-end processing	0.0300281036323141	1.33541772505805
GO:0006207	19	7	2.98	'de novo' pyrimidine nucleobase biosynthetic process	0.0205975642789995	1.38653419300285
GO:0042254	472	135	74.05	ribosome biogenesis	0.00144203939869688	1.07641047368412
GO:0008615	3	3	0.47	pyridoxine biosynthetic process	0.00385975215281364	3.76344995243632
GO:0042273	112	35	17.57	ribosomal large subunit biogenesis	0.00272659830554338	1.17607811013635
GO:0018094	2	2	0.31	protein polyglycylation	0.0246097682709447	3.76344995243632
GO:0045324	24	15	3.77	late endosome to vacuole transport	0.0391553639058403	2.3521562202727
GO:0036257	12	9	1.88	multivesicular body organization	0.000493646500554007	2.82258746432724
GO:0036258	6	4	0.94	multivesicular body assembly	0.00695013244379922	2.50896663495754
GO:0015031	1238	396	194.23	protein transport	3.20119342625999e-07	1.20381759383262
GO:0090261	4	4	0.63	positive regulation of inclusion body assembly	0.000605261960423178	3.76344995243632
GO:0061025	122	39	19.14	membrane fusion	0.000313328573616304	1.20307006676243
GO:0000956	104	45	16.32	nuclear-transcribed mRNA catabolic process	0.0202707579815383	1.62841584480418
GO:0009450	2	2	0.31	gamma-aminobutyric acid catabolic process	0.0246097682709447	3.76344995243632
GO:0055070	10	4	1.57	copper ion homeostasis	0.0136227967114334	1.50537998097453
GO:0033512	4	3	0.63	L-lysine catabolic process to acetyl-CoA via saccharopine	0.013623222729985	2.82258746432724
GO:0033540	2	2	0.31	fatty acid beta-oxidation using acyl-CoA oxidase	0.0246097682709447	3.76344995243632
GO:0080167	25	8	3.92	response to karrikin	0.0324503875530482	1.20430398477962
GO:0070072	5	3	0.78	vacuolar proton-transporting V-type ATPase complex assembly	0.0300879831848454	2.25806997146179
GO:0018022	98	17	15.37	peptidyl-lysine methylation	0.00695700460516432	0.652843359096096
GO:0099576	3	3	0.47	regulation of protein catabolic process at postsynapse, modulating synaptic transmission	0.00385975215281364	3.76344995243632
GO:0006744	32	10	5.02	ubiquinone biosynthetic process	0.0254572849529534	1.17607811013635
GO:0006749	60	19	9.41	glutathione metabolic process	0.00263485044590363	1.19175915160483
